date,open,high,low,close,tickvol,vol,spread
2023.07.28,1.27938,1.28882,1.27629,1.28457,139957,0,1
2023.07.31,1.28328,1.28723,1.28283,1.28343,69792,0,1
2023.08.01,1.28343,1.28407,1.27412,1.27740,88634,0,1
2023.08.02,1.27746,1.28049,1.26801,1.27090,101035,0,1
2023.08.03,1.27106,1.27277,1.26200,1.27079,125797,0,1
2023.08.04,1.27125,1.27921,1.26826,1.27443,102455,0,1
2023.08.07,1.27530,1.27889,1.27129,1.27827,71889,0,1
2023.08.08,1.27829,1.27851,1.26840,1.27472,87589,0,1
2023.08.09,1.27446,1.27820,1.27119,1.27181,77441,0,1
2023.08.10,1.27167,1.28188,1.26693,1.26756,114396,0,1
2023.08.11,1.26737,1.27385,1.26618,1.26918,84558,0,1
2023.08.14,1.26970,1.27148,1.26164,1.26811,91411,0,0
2023.08.15,1.26783,1.27523,1.26667,1.27033,114707,0,1
2023.08.16,1.27033,1.27662,1.26847,1.27305,97851,0,0
2023.08.17,1.27304,1.27873,1.27023,1.27459,103909,0,0
2023.08.18,1.27454,1.27657,1.26888,1.27309,99448,0,0
2023.08.21,1.27330,1.27666,1.27101,1.27554,91460,0,0
2023.08.22,1.27471,1.28003,1.27183,1.27313,85744,0,0
2023.08.23,1.27320,1.27646,1.26145,1.27250,114852,0,0
2023.08.24,1.27158,1.27284,1.25906,1.26005,88806,0,0
2023.08.25,1.25961,1.26551,1.25477,1.25768,116650,0,0
2023.08.28,1.25693,1.26107,1.25653,1.26010,68001,0,0
2023.08.29,1.26004,1.26546,1.25626,1.26433,101979,0,0
2023.08.30,1.26433,1.27463,1.26187,1.27201,96330,0,0
2023.08.31,1.27170,1.27342,1.26525,1.26734,92427,0,0
2023.09.01,1.26728,1.27129,1.25771,1.25845,118877,0,0
2023.09.04,1.25900,1.26425,1.25823,1.26235,43969,0,0
2023.09.05,1.26208,1.26315,1.25279,1.25635,102141,0,0
2023.09.06,1.25623,1.25876,1.24817,1.25062,96657,0,0
2023.09.07,1.25056,1.25081,1.24454,1.24709,85560,0,0
2023.09.08,1.24725,1.25142,1.24509,1.24642,78840,0,0
2023.09.11,1.24628,1.25481,1.24608,1.25095,82743,0,0
2023.09.12,1.25088,1.25301,1.24594,1.24849,66806,0,0
2023.09.13,1.24886,1.25116,1.24343,1.24897,103447,0,0
2023.09.14,1.24827,1.25061,1.23962,1.24077,107090,0,0
2023.09.15,1.24069,1.24456,1.23785,1.23809,71255,0,0
2023.09.18,1.23762,1.24105,1.23701,1.23813,55461,0,0
2023.09.19,1.23832,1.24250,1.23672,1.23908,59887,0,0
2023.09.20,1.23842,1.24212,1.23317,1.23428,86237,0,0
2023.09.21,1.23423,1.23472,1.22342,1.22935,95006,0,0
2023.09.22,1.22940,1.22967,1.22305,1.22339,66825,0,0
2023.09.25,1.22399,1.22527,1.21937,1.22106,51793,0,0
2023.09.26,1.22111,1.22155,1.21516,1.21577,52279,0,0
2023.09.27,1.21593,1.21642,1.21103,1.21346,64165,0,0
2023.09.28,1.21349,1.22246,1.21201,1.22027,62731,0,0
2023.09.29,1.21893,1.22718,1.21803,1.22011,67689,0,0
2023.10.02,1.21791,1.22199,1.20855,1.20864,56662,0,0
2023.10.03,1.20870,1.21019,1.20523,1.20765,74294,0,0
2023.10.04,1.20681,1.21769,1.20373,1.21333,67918,0,0
2023.10.05,1.21329,1.21957,1.21076,1.21917,96229,0,0
2023.10.06,1.21908,1.22612,1.21057,1.22346,120593,0,0
2023.10.09,1.22001,1.22440,1.21630,1.22375,97308,0,0
2023.10.10,1.22368,1.22915,1.22118,1.22852,108143,0,0
2023.10.11,1.22775,1.23375,1.22607,1.23120,136459,0,0
2023.10.12,1.23129,1.23314,1.21710,1.21742,153145,0,0
2023.10.13,1.21705,1.22253,1.21224,1.21399,131927,0,1
2023.10.16,1.21380,1.22191,1.21279,1.22166,131408,0,1
2023.10.17,1.22043,1.22161,1.21327,1.21822,131140,0,1
2023.10.18,1.21824,1.22110,1.21368,1.21406,137173,0,1
2023.10.19,1.21398,1.21915,1.20899,1.21428,167145,0,1
2023.10.20,1.21424,1.21700,1.20930,1.21630,127096,0,0
2023.10.23,1.21540,1.22583,1.21432,1.22481,117617,0,1
2023.10.24,1.22458,1.22884,1.21531,1.21589,123954,0,1
2023.10.25,1.21546,1.21758,1.21068,1.21112,124133,0,1
2023.10.26,1.21112,1.21394,1.20694,1.21277,121273,0,1
2023.10.27,1.21280,1.21625,1.21054,1.21166,120945,0,1
2023.10.30,1.21225,1.21744,1.20899,1.21622,97578,0,0
2023.10.31,1.21621,1.22004,1.21195,1.21469,129159,0,0
2023.11.01,1.21468,1.21643,1.20955,1.21478,154171,0,1
2023.11.02,1.21469,1.22254,1.21466,1.22000,122037,0,1
2023.11.03,1.22014,1.23895,1.21840,1.23788,158566,0,0
2023.11.06,1.23661,1.24282,1.23375,1.23433,85734,0,0
2023.11.07,1.23440,1.23480,1.22623,1.22985,66081,0,0
2023.11.08,1.22994,1.23025,1.22417,1.22835,69003,0,0
2023.11.09,1.22836,1.23085,1.22122,1.22214,84259,0,0
2023.11.10,1.22196,1.22379,1.21868,1.22258,103351,0,0
2023.11.13,1.22039,1.22798,1.21979,1.22768,101297,0,1
2023.11.14,1.22616,1.25054,1.22473,1.24985,149882,0,1
2023.11.15,1.24988,1.25012,1.24035,1.24144,141580,0,0
2023.11.16,1.24150,1.24557,1.23762,1.24128,88259,0,0
2023.11.17,1.24114,1.24642,1.23739,1.24600,79790,0,0
2023.11.20,1.24455,1.25175,1.24431,1.25039,70509,0,1
2023.11.21,1.24970,1.25592,1.24940,1.25373,80836,0,0
2023.11.22,1.25292,1.25490,1.24488,1.24928,78899,0,0
2023.11.23,1.24899,1.25743,1.24829,1.25330,29220,0,0
2023.11.24,1.25282,1.26153,1.25223,1.25956,32110,0,0
2023.11.27,1.25978,1.26440,1.25905,1.26264,38323,0,1
2023.11.28,1.26270,1.27148,1.26068,1.26931,46706,0,0
2023.11.29,1.26898,1.27326,1.26647,1.26926,48325,0,0
2023.11.30,1.26909,1.27106,1.26030,1.26224,53319,0,0
2023.12.01,1.26210,1.27159,1.26119,1.27096,49403,0,0
2023.12.04,1.26897,1.27243,1.26038,1.26320,51632,0,0
2023.12.05,1.26321,1.26515,1.25772,1.25928,50571,0,0
2023.12.06,1.25918,1.26136,1.25515,1.25580,41424,0,0
2023.12.07,1.25592,1.26117,1.25445,1.25918,48507,0,0
2023.12.08,1.25889,1.26012,1.25025,1.25461,53087,0,0
2023.12.11,1.25436,1.25909,1.25235,1.25546,36925,0,0
2023.12.12,1.25540,1.26161,1.25142,1.25622,42498,0,0
2023.12.13,1.25621,1.26345,1.25001,1.26176,47165,0,0
2023.12.14,1.26175,1.27940,1.26101,1.27644,67715,0,0
2023.12.15,1.27649,1.27905,1.26684,1.26773,173521,0,0
2023.12.18,1.26750,1.27040,1.26284,1.26472,178372,0,0
2023.12.19,1.26435,1.27620,1.26197,1.27297,206942,0,0
2023.12.20,1.27245,1.27329,1.26241,1.26376,209416,0,1
2023.12.21,1.26302,1.26957,1.26123,1.26882,217705,0,1
2023.12.22,1.26845,1.27444,1.26670,1.26955,207167,0,1
2023.12.25,1.26882,1.27055,1.26813,1.27020,96,0,213
2023.12.26,1.26811,1.27304,1.26808,1.27234,103317,0,1
2023.12.27,1.27131,1.28029,1.26985,1.27977,149676,0,0
2023.12.28,1.27915,1.28278,1.27124,1.27315,168765,0,1
2023.12.29,1.27293,1.27727,1.27004,1.27301,205015,0,1
